,sample,piece,field,analysis,Host,Length,Width,Phases,VL (%),VV (%),Tm CO2,Te,Tm Hh,Tm H2O,Tm CL,Th CO2,Hmg Mode,salinity(NaCleq wt%),salChen(NaCleq wt%),salBod(NaCleq%)
11,BU18FA22,A,FF3b,4,quartz,21.1,19.8,L - V,73.0,27.0,,-24.88885506440908,-24.88885506440908,-14.527522996218048,0.17570060531017379,,,15.411065276266838,15.417711618187687,18.238400557703606
12,BU18FA22,A,FF3b,5,quartz,13.3,10.5,L - V,76.0,24.0,,-25.57961053562181,-25.57961053562181,-17.882620999251333,0.3730593113709553,,,15.187212177357607,15.188781141793557,20.88171791282871
13,BU18FA22,A,FF3a,1,quartz,19.2,8.1,L - V,75.0,25.0,,-25.776969241682593,-25.776969241682593,-15.711675232582737,-1.3044896901456875,,,17.005488385658435,17.04909556227395,19.216056895938316
14,BU18FA22,A,FF3a,2,quartz,13.7,8.5,L - V,70.0,30.0,,-27.257159537138453,-27.257159537138453,-16.1063926447043,-0.8110929249937338,,,16.49001136776023,16.521680596169446,19.530484359768604
15,BU18FA22,A,FF3a,3,quartz,22.4,15.3,L - V,66.0,34.0,-61.00549827353209,-71.76154775384468,-25.480931182591423,-14.132805584096484,-0.5150548659025616,,,16.173205019985865,16.19748237120187,17.90037204502966
16,BU18FA22,A,FF3a,4,quartz,24.6,13.3,L - V,74.0,26.0,-58.7358731538331,-27.158480184108065,-27.158480184108065,-18.376017764403286,,,,,,21.24022658796374
17,BU18FA22,A,FF3a,5,quartz,13.5,6.8,L - V,91.0,9.0,,-37.223774193207916,-25.678289888652202,-15.81035458561313,-2.4886419265103763,,,18.18256358080324,18.251767230574643,19.295179981150042
18,BU18FA22,B,FF1,1,trolleite,11.3,8.2,L - V,75.0,25.0,-58.452398103158714,-74.710316389353,-27.033721660513308,-16.062120363081583,-4.8910354056965515,,,20.34458381243426,20.442540149476663,19.49548954618395
19,BU18FA22,B,FF1,2,trolleite,11.7,7.3,L - V,69.0,31.0,,-67.51833557353788,,-10.777707581063199,-2.686000632571158,,,18.37100013398051,18.443906235557684,14.747416179724175
20,BU18FA22,B,FF1,3,trolleite,9.6,7.4,L - V,76.0,24.0,,-57.65040027049881,,-16.797148115917036,-1.9952451613584226,,,17.70202517016243,17.761201671393888,20.06789491500133
21,BU18FA22,B,FF1,4,trolleite,13.3,6.5,L - V,80.0,20.0,,-46.40095402503425,,,,,,,,
22,BU18FA22,B,FF1,5,trolleite,7.8,4.8,L - V - S,73.0,22.0,,-70.87343357657116,,-22.224512532588527,-1.5018483962064688,,,17.207424606110436,17.255635323970207,23.84234537305096
23,BU18FA22,B,FF1b,1,quartz,20.2,10.3,L - V,72.0,28.0,,-70.77475422354078,,-16.00771329167391,-3.3767561037838933,,,19.014356027594587,19.098593529495176,19.452390501732303
24,BU18FA22,B,FF1b,2,quartz,33.5,13.3,L - V,70.0,30.0,,-71.76154775384468,,-20.053566765919932,-1.4031690431760782,,,17.106754730939382,17.15267756624609,22.412415981030392
25,BU18FA22,B,FF1b,3,quartz,9.1,7.6,L - V,77.0,23.0,,-62.09097115686639,,-19.066773235616026,-2.1926038674192045,,,17.895888344859078,17.95919973915065,21.73119136954164
26,BU18FA22,B,FF1b,4,quartz,11.6,7.6,L - V,92.0,8.0,,-60.512101508380134,-25.678289888652202,,-3.1793973977231116,,,18.833040968916226,18.914318206339054,
27,BU18FA22,B,FF1b,5,quartz,9.6,6.2,L - V,80.0,20.0,,-57.15700350534685,,-19.95488741288954,-1.008451631054515,,,16.6980538892005,16.73456371500555,22.345283405722835
28,BU18FA22,B,FF2,1,scorzalite,14.0,11.6,L - V,77.0,23.0,,-66.82758010232514,-23.507344121983607,-18.178659058342504,,,,,,21.09763397444931
29,BU18FA22,B,FF2,2,scorzalite,12.5,7.7,L - V,70.0,30.0,-55.97285126898216,-60.9068189205017,,-20.448284178041494,-1.6992071022672504,,,17.406997602105168,17.459694243819907,22.67889639814769
30,BU18FA22,B,FF2,3,scorzalite,11.4,7.1,L - V,79.0,21.0,,-63.669840805352635,,-21.23771900228462,-0.0216581007506077,,,15.632169999019764,15.643886819261125,23.202685745879133
31,BU18FA22,B,FF2,4,scorzalite,9.0,8.0,L - V,75.0,25.0,,-66.92625945535553,,-20.448284178041494,-2.9820386916623303,,,18.649747837479634,18.72783647481051,22.67889639814769
32,BU18FA22,B,FF2,5,scorzalite,17.2,10.5,L - V,72.0,28.0,,-73.31393076967986,-26.03630336074679,-15.363927553245016,1.691925372762485,,,13.617378606385552,13.585808191000835,18.934418316410113
33,BU18FA22,B,FF2,6,scorzalite,14.2,10.8,L - V,74.0,26.0,-57.75420529332215,-73.91238174953978,-28.529849110163088,-14.466251083455148,0.6945070729959641,,,14.816610686321948,14.80992883792005,18.186340716264652
34,BU18FA20,C,FF1,1,bertossaite,89.7,26.5,L - L - V,78.0,22.0,-58.39438180331995,-76.15725203569181,-24.565095237173555,-12.390543729592842,-1.812654714809601,27.32643577874423,CO2 = cri,17.520665992193592,17.57588297811676,16.328899264457018
35,BU18FA20,C,FF1,2,bertossaite,26.5,19.0,L - L - V,76.0,24.0,-60.789375542516154,-74.4607981370945,-25.862383512571498,-12.889500758592051,-2.012237526409285,27.426227184544075,CO2 = cri,17.718804447874113,17.778343052912607,16.792746005717387
