#Acq. time (s)=	30
#Accumulations=	2
#Range (cm-¹)=	99...4000
#Windows=	1
#Auto scanning=	Off
#Autofocus=	Off
#Macrospot=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	2
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	On
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	Best Dynamic
#Detector ADC=	50 kHz HS
#Detector temperature (°C)=	-60.28
#Instrument=	LabRAM HR Evol
#Detector=	SIN-EM FIVIS
#Objective=	x100_VIS_LWD
#Grating=	150 (500nm)
#ND Filter=	100%
#Laser=	532nm_Edge
#Hole=	49.98
#Temperature=	0
#Range=	Visible
#StageXY=	75x50mm Scan+
#StageZ=	Z motor
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	-11.7
#Full time(mm:ss)=	1:05
#Project=	21_11_26
#Sample=	BU19(2)w
#Site=	
#Title=	BU19(2)w-A-FF1-FI03-V_150 (500nm)_532nm_Edge_100%_x100_VIS_LWD_H50um_30sX2
#Remark=	
#Date=	26.11.2021 13:12
#Acquired=	26.11.2021 13:12:27
102.91	9587.42
107.534	10251.3
112.156	9747.9
116.775	8247.55
121.392	6735.37
126.005	6254.71
130.617	6513.08
135.227	7931.51
139.835	10899.7
144.439	14494.3
149.042	14435.8
153.643	10905.8
158.242	7376.45
162.839	5598.52
167.431	4498.12
172.023	3936.69
176.613	3543.99
181.198	3326.91
185.783	3192.11
190.366	3113.75
194.947	3255.67
199.524	3649.63
204.1	4842.23
208.674	6452.74
213.243	5256.15
217.813	3729.56
222.38	3484.77
226.945	4139.6
231.506	5612.05
236.066	5825.6
240.625	4392.42
245.179	3322.73
249.732	3045.63
254.284	2860.1
258.831	2912.16
263.378	2890
267.923	2877.67
272.464	2973.41
277.004	3167.38
281.54	3231
286.076	3109.56
290.61	2983.14
295.139	2937.06
299.669	2921.63
304.196	3038.93
308.718	3137.12
313.241	3209.64
317.759	3364.36
322.278	3677.16
326.794	4083.85
331.305	4581.83
335.817	4723.79
340.324	4452.46
344.832	4547.15
349.334	4962.86
353.837	4964.79
358.338	4363.41
362.834	3997.72
367.33	3895.92
371.822	3984.06
376.314	4153.19
380.802	4664.29
385.289	5820.2
389.772	7641.17
394.255	8460.06
398.734	7917.53
403.213	7007.45
407.688	6374.02
412.162	5965.34
416.632	5957.19
421.102	6127.97
425.568	6560.17
430.033	6673.92
434.495	6611.16
438.956	6518.67
443.413	6584.77
447.87	7012.22
452.323	7042.8
456.776	6575.21
461.224	5755.06
465.673	5259.66
470.117	4960.36
474.561	4801.74
479.001	4989
483.438	5224.09
487.876	5634.41
492.309	6383.27
496.742	7380.43
501.172	8909.48
505.601	10334.5
510.025	11060.1
514.448	10697.3
518.871	9864.25
523.289	8879.94
527.707	8182.03
532.121	8043.91
536.533	8012.65
540.945	8166.96
545.353	8285.13
549.758	8283.19
554.164	8063.05
558.565	7668.59
562.965	7176.88
567.364	6744.57
571.759	6383.83
576.151	6204.53
580.544	6205.23
584.933	6189.59
589.319	6493.8
593.706	6970.85
598.088	7426.9
602.468	8045.35
606.848	9188.99
611.224	11596.1
615.598	16101.4
619.972	19204.3
624.341	16488.2
628.709	11893.7
633.074	9102.72
637.44	7745.51
641.801	7161.59
646.16	6700.78
650.517	6413.53
654.874	6311.63
659.227	6226.5
663.578	6151.44
667.927	6039.47
672.275	6179.02
676.62	5987.73
680.962	6068.16
685.302	6184.88
689.643	6217.59
693.979	6359.78
698.313	6546.79
702.645	6757.22
706.975	6737.2
711.305	6559.97
715.631	6523.78
719.955	6534.54
724.276	6600.72
728.596	6614.33
732.913	6585.2
737.231	6587.1
741.544	6657.85
745.856	6604.09
750.165	6677.83
754.472	6882.52
758.778	6837.04
763.081	6860.44
