sample,piece,field,analysis,Host,Li,B,Na,Mg,Al,Si,P,K,Ti,Mn,Rb,Sr,Nb,Sn,Cs,Ba,Ta,W,Ca,Fe,NbTa,Nb/Ta,Li/Na,K/Na,K/Cs,K/Rb,Cs/Na,Rb/Na,Rb/Cs,Ta#,Mn#,Na%,Li%,K%,Rb%,Cs%,B%,P%,diva,diva%,Alkalis,Alkalis%,Info
BU18FA04,A,ff3,fi05,bertossaite,9967.103789026585,,9144.7563603761,147.7956121084731,,,57012.43050516348,1199.9567174045364,152.71042323595225,1262.4510646627891,39.98762183208676,7.597283269037451,,,,37.966322011030535,4.69689207218084,,19014.236080805695,3906.6606960783765,4.69689207218084,,1.0899255700472992,0.13121800845388357,,30.00820409984148,,0.0043727378025456955,,100.0,24.422978706921487,0.91447563603761,0.9967103789026586,0.11999567174045364,0.003998762183208676,,,5.701243050516348,24376.7070589354,2.4376707058935403,20351.804488639307,2.035180448863931,bts
BU18FA04,A,ff3,fi06,bertossaite,,765.912634895931,35830.41599843137,,,,28590.237955451135,12357.361939065086,153.06885914942038,250.02662739920564,603.8633786736132,265.70592845196666,,,85.10293525172942,,7.276737207689991,,,,7.276737207689991,,,0.34488469069424377,145.20488514894043,20.463837310697745,0.00237515900612081,0.01685337336580323,7.0956821511199495,100.0,100.0,3.5830415998431366,,1.2357361939065086,0.06038633786736132,0.008510293525172942,0.0765912634895931,2.8590237955451134,515.7325558511723,0.051573255585117224,48876.74425142179,4.88767442514218,bts-2shots
BU18FA04,A,ff3,fi08,bertossaite,5681.386667146339,816.4377579412933,20024.231766357345,53.03865930653826,,,4424.8887728110985,4796.886021073348,,86.30630583951016,116.24291083769472,,,,18.940528360590914,,,,,,,,0.28372557476545096,0.23955406015288852,253.26041226252747,41.266052153245255,0.000945880400386338,0.005805112135837047,6.137258086187208,,100.0,2.0024231766357343,0.568138666714634,0.4796886021073348,0.011624291083769472,0.0018940528360590913,0.08164377579412933,0.44248887728110986,139.34496514604842,0.013934496514604842,30637.68789377532,3.063768789377532,bts
BU18FA04,B,ff5,fi01,trolleite,,,25516.557786587575,125.36426832853229,,,,43533.392484054646,,,103.01418963134907,27.978879105487568,,,,,6.431216740901575,,,,6.431216740901575,,,1.706084059149129,,422.5960776844926,,0.004037150719659258,,100.0,,2.5516557786587577,,4.353339248405464,0.010301418963134907,,,,153.34314743401987,0.015334314743401987,69152.96446027356,6.915296446027357,trl
BU18FA19,B,ff1,fi05,trolleite,930.2537023561785,1430.7035698457516,33885.69867912132,89.29096773690034,,,14484.628444124293,27261.521974538515,,1911.6686804337648,1561.4066811285725,,,112.26449065957374,492.34924714725304,36.83744717672488,30.261063325965257,,,6001.1580058615755,30.261063325965257,,0.027452693573331997,0.8045140881612014,55.37029280027531,17.459590959886313,0.014529706228268331,0.04607863322855531,3.171339633757139,100.0,24.159112239178558,3.388569867912132,0.09302537023561784,2.7261521974538514,0.15614066811285723,0.049234924714725306,0.14307035698457515,1.4484628444124292,8038.955101208966,0.8038955101208966,64131.23028429184,6.413123028429183,trl
BU18FA19,B,ff1,fi06,trolleite,1297.0399667965241,1867.7450112914953,21410.145513868436,851.2305206727156,,,204576.07617512916,51498.34601946571,,898.2536027261225,2148.7867125493103,,,292.8899559870719,486.07730934431066,,,,,38678.14367346627,,,0.06058062360932417,2.4053244283700743,105.94682168754989,23.96624370334472,0.022703129646150875,0.10036301300042227,4.420668628716481,,2.26966996631216,2.1410145513868435,0.1297039966796524,5.149834601946571,0.21487867125493104,0.04860773093443107,0.18677450112914953,20.457607617512917,40427.62779686511,4.0427627796865115,76840.3955220243,7.684039552202429,trl
BU18FA19,B,ff1,fi07,trolleite,539.7533128578258,,28506.65461309456,,,,,32166.80040999705,,,1151.3025208804866,,,514.5705879023261,288.89716878228285,,67.76199670933921,,,,67.76199670933921,,0.018934291665704244,1.128396188419149,111.34342557104955,27.939485779460213,0.010134376436075303,0.040387149474622484,3.9851637374408644,100.0,,2.850665461309456,0.05397533128578258,3.2166800409997047,0.11513025208804865,0.028889716878228285,,,,,62653.4080256122,6.26534080256122,trl
BU18FA20,E,ff1,fi01,trolleite,,,21811.12089623902,4825.963595857406,,,,21110.616726177006,,423.9478791937271,,289.04593230454975,,,,,,,52707.03287866024,3982.1608795923757,,,,0.9678831650425264,,,,,,,9.621820576905735,2.181112089623902,,2.1110616726177005,,,,,62228.1511656083,6.22281511656083,42921.737622416025,4.292173762241602,trl-real?
BU18FA20,E,ff1,fi02,trolleite,529.8326376913315,,22166.648171131408,195.089676813344,,,557178.6797425526,10452.564081812554,,,519.544226437887,,,,485.31482861268137,,8.718914931535082,,,1853.7624132518647,8.718914931535082,,0.023902244200427,0.47154463774209143,21.537697728487306,20.11871858047139,0.02189392031063713,0.02343810495961731,1.0705302945781683,100.0,,2.216664817113141,0.05298326376913315,1.0452564081812554,0.0519544226437887,0.048531482861268134,,55.717867974255256,2048.852090065209,0.20488520900652088,34153.903945685866,3.415390394568586,trl
BU18FA20,E,ff1,fi03,trolleite,2587.218451642259,,53604.423216477066,923.2735564382559,,,339844.2154450285,20378.324613035595,,2126.765193246109,1422.631848488786,,,,1186.7075166989125,,,,,10114.006748306132,,,0.04826501800409249,0.38016125144634805,17.172154323014972,14.324383806451966,0.022138238702923668,0.026539448857487078,1.1988057954213933,,17.37443686885989,5.360442321647707,0.2587218451642259,2.0378324613035597,0.14226318484887862,0.11867075166989124,,33.98442154450285,13164.045497990497,1.3164045497990498,79179.30564634262,7.917930564634262,trl
BU18FA20,E,ff1,fi04,trolleite,258.9599155389129,,33322.4828666083,,,,178050.51046310784,27345.32585733204,,616.7072728003544,1386.0041057453964,,,,672.352362693735,,,,,1703.5735560865692,,,0.0077713271419642856,0.8206269012665371,40.671123319586194,19.729613890736392,0.02017713882201389,0.04159366249188711,2.0614252029880036,,26.578992728918895,3.3322482866608296,0.025895991553891294,2.7345325857332043,0.13860041057453965,0.0672352362693735,,17.805051046310783,2320.2808288869237,0.23202808288869237,62985.125107918386,6.298512510791839,trl
BU18FA20,E,ff1,fi05,trolleite,972.8055007649824,921.9746054512758,27139.18017733634,,,,,30452.77471087691,,,1496.4962612341462,,,,641.997813597721,,,,,,,,0.035845058487704896,1.1220963386472418,47.43439006469696,20.349382420616806,0.023655755605095505,0.055141542649982306,2.330998999588273,,,2.713918017733634,0.09728055007649825,3.045277471087691,0.14964962612341462,0.0641997813597721,0.09219746054512758,,,,60703.2544638101,6.07032544638101,trl-Xtl-rich
BU18FA20,E,ff1,fi07,trolleite,3510.4300416630335,,39371.67963639483,435.3715897488752,,,583594.5651083132,28778.902933913632,,823.3043326566162,1531.1875958334454,,,,675.4101183867546,,,,,,,,0.08916129751340411,0.7309544118943473,42.6095229408959,18.7951515622414,0.01715471944870778,0.038890583535532715,2.267048648146923,,100.0,3.937167963639483,0.35104300416630335,2.877890293391363,0.15311875958334453,0.06754101183867546,,58.35945651083132,1258.6759224054913,0.12586759224054914,73867.6103261917,7.386761032619169,trl
BU18FA20,E,ff1,fi08,trolleite,386.55220478797554,,42425.30909996068,94.9467127924639,,,,13989.369515443648,,1554.2666909092818,973.8290717196572,,3.3167727338763577,,741.596306393605,,,,,,3.3167727338763577,,0.00911135859675643,0.32974113358803114,18.863860829450704,14.365323362897984,0.017480044862991755,0.022953965271653373,1.3131525377403832,,100.0,4.242530909996068,0.038655220478797554,1.3989369515443648,0.09738290717196572,0.0741596306393605,,,1649.2134037017456,0.16492134037017456,58516.65619830557,5.851665619830556,trl
BU18FA22,B,ff1b,fi01,quartz,818.3803037884809,1168.830075919954,54459.768288466665,75.72785734836287,824.2378775257457,,,28997.16852877294,,939.8287099209689,1680.4888047223676,7.600633508068134,,,418.94440575641084,27.347023387092907,,,,5487.726151400046,,,0.01502724542369739,0.5324511917711167,69.21483645644602,17.255198872665826,0.007692732064839389,0.030857435819796844,4.0112453624681255,,14.621869905406172,5.445976828846667,0.08183803037884808,2.8997168528772943,0.16804888047223676,0.04189444057564108,0.1168830075919954,,6538.230375564539,0.6538230375564539,86374.75033150686,8.637475033150686,qz
BU18FA04,B,ff6,fi01,bertossaite,1400.6891366519267,821.1422384298689,35275.575624158126,2.2201377185834543,,,,10222.112264356749,10.304033716695631,,350.8089521054394,9.18571822782781,0.10186176804133924,,39.55272383267951,2.7076743584463983,,,,,0.10186176804133924,,0.0397070525956968,0.28977875154378024,258.44268798274186,29.138687034658062,0.0011212495652542158,0.0099448115558231,8.869400590196312,,,3.5275575624158124,0.14006891366519267,1.0222112264356749,0.03508089521054394,0.003955272383267951,0.08211422384298689,,14.113530304857663,0.0014113530304857664,47288.73870110493,4.728873870110492,
BU18FA04,B,ff6,fi06,bertossaite,659.8602851206546,1857.8836315127526,37294.72331693793,442.4778043669191,,,,10774.041748186779,,2170.4829592918995,735.2871532002463,,1.6778486608877914,,80.24859592898346,,12.216376824640554,,33826.40656732066,4137.701180631395,13.894225485528345,0.13734421301605185,0.017693127242506438,0.28888917224634814,134.25832095207423,14.652835564029775,0.002151741286482139,0.01971558139610343,9.162617048788537,87.9241296131593,34.40741283304219,3.729472331693793,0.06598602851206546,1.0774041748186778,0.07352871532002463,0.008024859592898346,0.18578836315127525,,40577.06851161087,4.057706851161087,49544.16109937459,4.954416109937459,3shots
BU18FA04,B,ff6,fi09,bertossaite,,1107.8493689271204,38227.11083425127,83.22998896199705,,,,12991.726565827106,,,565.1709029337355,,,,53.21570129472751,,12.629398671263157,12.660786058036892,,,12.629398671263157,,,0.3398563554059282,244.13333376693274,22.987253056356202,0.0013920932064540581,0.01478455710096055,10.620378745055294,100.0,,3.8227110834251268,,1.2991726565827106,0.056517090293373554,0.0053215701294727505,0.11078493689271204,,83.22998896199705,0.008322998896199705,51837.22400430684,5.183722400430684,
BU18FA04,B,ff7,fi01,bertossaite,4611.23457025096,717.2914956785207,27584.74391295574,,,,15188.541061962671,5177.952619398556,72.74095623184367,,427.32082786629303,,,,43.04399700903245,,,,5580.9415509141045,,,,0.1671661185183307,0.18771073734589303,120.29441918026345,12.117248403859023,0.001560427645979195,0.015491201557451945,9.92753595296048,,,2.758474391295574,0.461123457025096,0.5177952619398556,0.0427320827866293,0.004304399700903246,0.07172914956785208,1.518854106196267,5580.9415509141045,0.5580941550914105,37844.295927480576,3.784429592748058,2shots
BU18FA04,B,ff7,fi02,bertossaite,,1320.6542191004737,27602.371540293516,56.21756757428607,,,54195.22394004105,30580.97346521091,385.2081438423718,2652.652009130669,1509.3015364645544,,1.235518592796163,,218.93116381836165,25.453472791180136,11.964906763758137,,71295.97990333756,5388.13404533983,13.2004253565543,0.10326186548637097,,1.1079110872980344,139.68305348517083,20.261672519624508,0.007931607017852409,0.054680139866290084,6.89395474879383,90.64031226703841,32.98995883189621,2.7602371540293515,,3.058097346521091,0.15093015364645543,0.021893116381836164,0.13206542191004736,5.419522394004105,79418.43699817354,7.941843699817354,59911.57770578734,5.9911577705787336,2shots
BU18FA04,B,ff7,fi03,bertossaite,9681.556913002758,396.2686435718503,12960.768692554198,111.6971848168744,,,24056.03064887359,1635.8235133973703,,528.5180347682476,112.76971031002904,,,,13.721866515892122,,,,15740.577771767155,731.3825026335826,,,0.7469894064666622,0.12621346404686096,119.21290092006247,14.50587670128909,0.0010587232008681063,0.008700850465359655,8.218248601924792,,41.94918718410572,1.2960768692554199,0.9681556913002758,0.16358235133973703,0.011276971031002904,0.0013721866515892121,0.03962686435718503,2.405603064887359,17112.17549398586,1.7112175493985857,24404.64069578025,2.440464069578025,
BU18FA04,B,ff7,fi05,bertossaite,,489.56450607486573,11865.788909500307,,,,,6370.599434884992,,175.1406825424196,409.25378515099317,359.1481613480876,,,81.76295651819748,,,,,2121.229164553236,,,,0.5368879796761251,77.91547304759125,15.566378775298498,0.006890646474650685,0.03449022970763667,5.005369210932435,,7.626849950321792,1.1865788909500306,,0.6370599434884991,0.040925378515099316,0.008176295651819748,0.048956450607486574,,2655.5180084437434,0.26555180084437435,18727.405086054485,1.8727405086054487,2shots
BU18FA19,E,ff11,fi06,bertossaite,,630.6600514982965,27607.86986135627,,,,,36074.76873742385,545.6534597921917,6711.203893081122,1217.3646309080186,,,,160.82332338798162,541.4796303473549,,,,14764.35421821535,,,,1.3066842504904372,224.31304102822523,29.633495028121597,0.005825270989598941,0.044094840964605087,7.569577628806748,,31.250428316230472,2.760786986135627,,3.6074768737423852,0.12173646309080187,0.01608233233879816,0.06306600514982966,,22017.037741643828,2.2017037741643826,65060.82655307612,6.506082655307612,2shots
BU18FA19,E,ff11,fi07,bertossaite,,1106.8433213461349,39737.5232646305,8.371127072624223,,,13695.906217098378,26111.238201917426,66.61158357762916,1124.9864385449705,1157.7668683695852,167.93217351410283,,,386.55362544124216,,,,6702.128103039996,1925.739896273275,,,,0.6570927440049709,67.54881207519925,22.55310539218344,0.009727672831218072,0.029135355534351787,2.9951002711409593,,36.87601951395599,3.97375232646305,,2.6111238201917426,0.11577668683695852,0.03865536254412422,0.11068433213461348,1.3695906217098377,9929.157738444968,0.9929157738444968,67393.08196035876,6.739308196035875,
BU18FA19,E,ff11,fi09,bertossaite,6912.878661204161,,18031.237823402942,,,,29968.725332494138,15712.335743603902,,4127.933315068731,598.1082602550615,,,,137.26518395162947,,,,,12369.601058938573,,,0.38338347754649765,0.8713952917425718,114.46701407649542,26.27005307852365,0.007612632327075819,0.03317067114930791,4.357319482162552,,25.021516679319657,1.8031237823402941,0.6912878661204162,1.5712335743603902,0.05981082602550615,0.013726518395162948,,2.9968725332494137,16497.534374007304,1.6497534374007303,41391.8256724177,4.13918256724177,2shots
BU18FA19,E,ff11,fi010,bertossaite,1393.457803765637,404.73160157584454,39457.03166248759,,,,,17069.823623776396,,1538.8780946305633,506.4681696535192,,,,245.39910550772305,,,,,980.8689162251727,,,0.035315829525271125,0.43261803801640103,69.55943701774898,33.70364545407476,0.006219401084370666,0.012835941993452749,2.0638549949302076,,61.072722301114744,3.945703166248759,0.1393457803765637,1.7069823623776397,0.05064681696535192,0.024539910550772304,0.040473160157584454,,2519.747010855736,0.25197470108557357,58672.18036519086,5.867218036519087,2shots
BU18FA19,E,ff11b,fi02,quartz,,886.4633624946031,29104.57115343444,,,,,52977.738869734254,,,1091.8825680543628,,1.0194882774652378,42.29799414573604,200.73263678519115,663.4232663907758,1.619611078779011,,,,2.639099356244249,0.629464870192051,,1.8202549211408907,263.92189988729643,48.51963060838663,0.006896945353599687,0.03751584458324914,5.439486998931882,61.36984100075373,,2.910457115343444,,5.297773886973426,0.10918825680543627,0.020073263678519113,0.0886463362494603,,663.4232663907758,0.06634232663907758,83374.92522800826,8.337492522800826,Qz-exploded
BU18FA20,B,ff2,fi01,bertossaite,,1251.4897397562536,35387.507794096404,,,,9355.55847076433,10613.789024066797,,,238.3888113040319,579.5822094622393,,,43.59817960935498,28.834691750039884,,,8116.9297802623205,,,,,0.29993039028980345,243.4456924387129,44.52301668860784,0.0012320217592895406,0.006736524445041637,5.467861581378507,,,3.5387507794096402,,1.0613789024066798,0.023838881130403188,0.004359817960935498,0.12514897397562535,0.935555847076433,8725.3466814746,0.8725346681474601,46283.28380907659,4.628328380907658,2shots
