sample,piece,field,analysis,XCO2(mol%),XN2(mol%),XCH4(mol%),area_CO2_v1,area_CO2_v2,area_N2,area_CH4,CO2_v1_mol,CO2_v2_mol,N2_mol,CH4_mol,laser,rest,cross_section_CO2_v1,cross_section_CO2_v2,cross_section_N2,cross_section_CH4
BU18FA19,B,ff1,fi07,0.871,0.129,0.0,7110.487792498349,0.0,1056.0523840142084,0.0,7110.487792498349,0.0,1056.0523840142084,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01,1.0,1.5,1.0,7.5
BU18FA19,B,ff1,fi08,0.781,0.219,0.0,2633.491213865931,0.0,739.8482788856548,0.0,2633.491213865931,0.0,739.8482788856548,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01,1.0,1.5,1.0,7.5
BU18FA19,B,ff1,fi09,0.851,0.149,0.0,9120.422138493463,0.0,1591.9385949908444,0.0,9120.422138493463,0.0,1591.9385949908444,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01,1.0,1.5,1.0,7.5
BU18FA19,B,ff1,fi010,0.896,0.104,0.0,6120.17187372255,0.0,712.4879211093981,0.0,6120.17187372255,0.0,712.4879211093981,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01,1.0,1.5,1.0,7.5
BU18FA19,B,ff1,fi010,1.0,0.0,0.0,5589.632854315998,0.0,0.0,0.0,5589.632854315998,0.0,0.0,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_02,1.0,1.5,1.0,7.5
BU18FA19,C,ore1,fi01,0.862,0.135,0.003,7430.413932999969,0.0,1167.0012148410588,196.0275377457773,7430.413932999969,0.0,1167.0012148410588,26.137005032770308,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,C,ore1,fi02,0.719,0.277,0.004,2350.0319025150193,0.0,906.6211288965343,98.34853326349992,2350.0319025150193,0.0,906.6211288965343,13.113137768466656,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,C,ore1,fi03,0.895,0.104,0.001,3487.425036759673,0.0,404.3623646378003,24.431318290114397,3487.425036759673,0.0,404.3623646378003,3.2575091053485865,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,C,ore1,fi04,0.932,0.067,0.001,24864.43726858987,0.0,1797.5778579704652,212.52255782546993,24864.43726858987,0.0,1797.5778579704652,28.33634104339599,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,C,ore1,fi05,0.885,0.113,0.002,7696.689403502412,0.0,981.8700280963642,155.89265983365945,7696.689403502412,0.0,981.8700280963642,20.78568797782126,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,C,ore1,fi06,0.859,0.141,0.0,8389.65234203741,0.0,1375.0759531519054,0.0,8389.65234203741,0.0,1375.0759531519054,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,C,ore1,fi07,0.85,0.15,0.0,11321.442775070664,0.0,2005.231706039968,0.0,11321.442775070664,0.0,2005.231706039968,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,C,ore1,fi08,0.843,0.156,0.002,4841.193247908375,0.0,894.4251201228337,78.21378423927315,4841.193247908375,0.0,894.4251201228337,10.42850456523642,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,C,ore1,fi010,0.956,0.044,0.0,11938.205584553052,17447.7027689679,1094.6940701955366,0.0,11938.205584553052,11631.801845978602,1094.6940701955366,0.0,532,v_150 (500nm)_532nm_edge_100%_x50_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi01,0.851,0.149,0.0,8908.411922034222,0.0,1565.7431927224716,0.0,8908.411922034222,0.0,1565.7431927224716,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi02,0.845,0.155,0.0,4911.691253181112,0.0,904.1278906306411,0.0,4911.691253181112,0.0,904.1278906306411,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi02,0.838,0.162,0.0,4374.819904702786,0.0,846.8608797941358,0.0,4374.819904702786,0.0,846.8608797941358,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_02_0,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi03,0.772,0.228,0.0,1840.3400891819642,0.0,543.5981750059217,0.0,1840.3400891819642,0.0,543.5981750059217,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi03,0.881,0.119,0.0,3929.8504571822286,0.0,531.6653874646275,0.0,3929.8504571822286,0.0,531.6653874646275,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_02_0,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi03,0.806,0.194,0.0,1563.1429803354463,0.0,376.79616709888967,0.0,1563.1429803354463,0.0,376.79616709888967,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_03_0,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi03,0.755,0.245,0.0,3736.6058078635733,0.0,1212.1443342940045,0.0,3736.6058078635733,0.0,1212.1443342940045,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_04_0,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi04,0.834,0.166,0.0,2843.0412305355976,0.0,567.4621367367844,0.0,2843.0412305355976,0.0,567.4621367367844,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi05,0.853,0.146,0.001,11078.028645980208,0.0,1900.6481966894119,77.68191438661316,11078.028645980208,0.0,1900.6481966894119,10.357588584881755,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi06,0.843,0.157,0.0,50258.85817129077,0.0,9378.860557440032,0.0,50258.85817129077,0.0,9378.860557440032,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi06,0.895,0.105,0.0,503.6707675855228,914.5283277640193,130.84811205510792,0.0,503.6707675855228,609.6855518426795,130.84811205510792,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi07,0.848,0.152,0.0,54294.309116057906,0.0,9727.989105045688,0.0,54294.309116057906,0.0,9727.989105045688,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi07,0.931,0.069,0.0,1533.1589794804042,2949.4322109869954,258.5801515776197,0.0,1533.1589794804042,1966.288140657997,258.5801515776197,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi08,0.814,0.186,0.0,5862.160302367676,0.0,1339.7945703987025,0.0,5862.160302367676,0.0,1339.7945703987025,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi08,0.908,0.092,0.0,239.26860264837052,541.7215837322925,61.04350451028187,0.0,239.26860264837052,361.14772248819503,61.04350451028187,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi09,0.847,0.153,0.0,28004.683496522295,0.0,5068.4216521284025,2.8638958728420167,28004.683496522295,0.0,5068.4216521284025,0.3818527830456022,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi09,0.917,0.083,0.0,1773.6577521082804,3235.5901723818297,357.2680231333601,0.0,1773.6577521082804,2157.06011492122,357.2680231333601,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi010,0.849,0.151,0.0,16293.881739111765,0.0,2909.2429008262693,0.0,16293.881739111765,0.0,2909.2429008262693,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ff2,fi010,0.888,0.112,0.0,250.554713483541,508.51880180775254,74.62437294430408,0.0,250.554713483541,339.0125345385017,74.62437294430408,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,D,ore2,fi01,0.999,0.0,0.001,2486.4493085699205,5202.965101009292,0.0,34.91722319987756,2486.4493085699205,3468.6434006728614,0.0,4.6556297599836745,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ore2,fi02,0.996,0.004,0.0,17669.88575034476,29336.577569962996,147.3665606646005,0.0,17669.88575034476,19557.71837997533,147.3665606646005,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ore2,fi03,0.982,0.018,0.0,13098.740015643558,23611.81847092875,531.0569381951595,0.0,13098.740015643558,15741.2123139525,531.0569381951595,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ore2,fi04,0.994,0.006,0.0,11359.76776330167,19821.598716523273,151.74752915963649,31.24936470192337,11359.76776330167,13214.399144348848,151.74752915963649,4.166581960256449,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ore2,fi05,1.0,0.0,0.0,7779.963875200824,12880.455462626664,2.1463993165574067,0.0,7779.963875200824,8586.970308417776,2.1463993165574067,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ore2,fi07,0.968,0.032,0.0,11762.57043034373,18769.77397655788,815.1983193000979,0.0,11762.57043034373,12513.182651038587,815.1983193000979,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ore2,fi08,0.962,0.038,0.0,13959.268158605913,21896.95045491657,1127.767899838685,52.87103602017731,13959.268158605913,14597.966969944378,1127.767899838685,7.049471469356974,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ore2,fi09,0.949,0.051,0.0,36405.4906779042,59341.092380558475,4066.5984543839536,0.0,36405.4906779042,39560.72825370565,4066.5984543839536,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ore2,fi011,0.879,0.121,0.0,18646.108536571857,0.0,2567.399108950829,0.0,18646.108536571857,0.0,2567.399108950829,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ore2,fi011,0.946,0.054,0.0,941.664524491755,1397.5279706068602,106.25608965719528,0.0,941.664524491755,931.6853137379068,106.25608965719528,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,D,ore2,fi012,0.956,0.044,0.0,1183.057803774311,1784.8032171029356,110.20026041150064,0.0,1183.057803774311,1189.8688114019571,110.20026041150064,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,D,ore2,fi13,0.843,0.157,0.0,3907.9167086019665,0.0,730.3119493262394,0.0,3907.9167086019665,0.0,730.3119493262394,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,D,ore2,fi13,0.887,0.113,0.0,214.73694618485584,248.16001779535287,48.33834144236089,0.0,214.73694618485584,165.44001186356857,48.33834144236089,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,E,ff11,fi01,0.816,0.17,0.013,1100.7595048816022,0.0,208.80277509107165,118.40212568179166,1000.6904589832747,0.0,208.80277509107165,16.444739678026618,633,v_150 (500nm)_633nm_edge_100%_x100_vis_h50um_60sx2_01_0,1.1,1.6,1.0,7.2
BU18FA19,E,ff11,fi02,0.867,0.133,0.0,834.7161075722313,0.0,116.15131295875855,0.0,758.8328250656648,0.0,116.15131295875855,0.0,633,v_150 (500nm)_633nm_edge_100%_x100_vis_h50um_60sx2_01_0,1.1,1.6,1.0,7.2
BU18FA19,E,ff11,fi03,0.898,0.093,0.01,1083.6608295604526,0.0,101.5051230951144,76.14154949745529,985.1462086913205,0.0,101.5051230951144,10.5752152079799,633,v_150 (500nm)_633nm_edge_100%_x100_vis_h50um_60sx2_01_0,1.1,1.6,1.0,7.2
BU18FA19,E,ff11,fi04,0.847,0.153,0.0,490.35555925682735,0.0,80.7425490158273,0.0,445.7777811425703,0.0,80.7425490158273,0.0,633,v_150 (500nm)_633nm_edge_100%_x100_vis_h50um_60sx2_01_0,1.1,1.6,1.0,7.2
BU18FA19,E,ff11,fi05,0.94,0.05,0.01,321.9456275485419,0.0,15.507556566125825,23.36725067965887,292.67784322594713,0.0,15.507556566125825,3.245451483285954,633,v_150 (500nm)_633nm_edge_100%_x100_vis_h50um_60sx2_01_0,1.1,1.6,1.0,7.2
BU18FA19,E,ff11,fi06,0.776,0.209,0.014,285.1863591344152,0.0,69.95132645246356,33.88112845732117,259.260326485832,0.0,69.95132645246356,4.705712285739051,633,v_150 (500nm)_633nm_edge_100%_x100_vis_h50um_60sx2_01_0,1.1,1.6,1.0,7.2
BU18FA19,E,ff11,fi07,0.943,0.057,0.0,1525.5580506876383,0.0,83.66443718428636,0.0,1386.8709551705801,0.0,83.66443718428636,0.0,633,v_150 (500nm)_633nm_edge_100%_x100_vis_h50um_60sx2_01_0,1.1,1.6,1.0,7.2
BU18FA19,E,ff11,fi08,0.948,0.052,0.0,663.3836324596914,0.0,32.96054591584784,0.0,603.0760295088103,0.0,32.96054591584784,0.0,633,v_150 (500nm)_633nm_edge_100%_x100_vis_h50um_60sx2_01_0,1.1,1.6,1.0,7.2
BU18FA19,E,ff11,fi09,0.97,0.006,0.024,746.9295109982831,0.0,4.3011016961559445,120.08453538316716,679.0268281802573,0.0,4.3011016961559445,16.67840769210655,633,v_150 (500nm)_633nm_edge_100%_x100_vis_h50um_60sx2_01_0,1.1,1.6,1.0,7.2
BU18FA19,E,ff11,fi010,0.96,0.039,0.001,287.8438828013035,412.6790182482531,21.063296364256303,3.299607864391482,261.6762570920941,257.92438640515815,21.063296364256303,0.45827887005437246,633,v_150 (500nm)_633nm_edge_100%_x100_vis_h50um_30sx2_01_0,1.1,1.6,1.0,7.2
BU18FA19,E,ff11,fi010,1.0,0.0,0.0,531.7268732587701,789.6073779619334,0.0,0.0,483.38806659888184,493.50461122620834,0.0,0.0,633,v_150 (500nm)_633nm_edge_100%_x100_vis_h50um_60sx2_01_0,1.1,1.6,1.0,7.2
BU18FA19,E,ff11b,fi01,0.859,0.141,0.0,46175.55930490837,0.0,7579.809553486732,0.0,46175.55930490837,0.0,7579.809553486732,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi01,0.967,0.033,0.0,460.68022190732506,337.89319685369514,23.262234246757167,0.0,460.68022190732506,225.26213123579677,23.262234246757167,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi02,0.886,0.114,0.0,36434.529903137365,9796.919521966502,5509.488585432059,84.98872303746377,36434.529903137365,6531.279681311001,5509.488585432059,11.331829738328503,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi02,0.939,0.061,0.0,1887.6004560896527,2984.6465496736987,253.0857503245852,0.0,1887.6004560896527,1989.7643664491325,253.0857503245852,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi03,0.868,0.132,0.0,38764.647425776566,0.0,5870.185977955976,0.0,38764.647425776566,0.0,5870.185977955976,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi03,0.933,0.067,0.0,1973.3505791159691,3141.615475357869,292.28449004620643,0.0,1973.3505791159691,2094.410316905246,292.28449004620643,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi04,0.866,0.134,0.0,24969.571962642047,0.0,3874.86514761017,0.0,24969.571962642047,0.0,3874.86514761017,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi04,0.927,0.073,0.0,1415.6298708673644,2131.897510765048,222.3060780304514,0.0,1415.6298708673644,1421.2650071766986,222.3060780304514,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi05,0.869,0.131,0.0,14139.461970137701,0.0,2122.7060903903994,0.0,14139.461970137701,0.0,2122.7060903903994,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi05,0.929,0.071,0.0,898.3471085457364,1346.0352864115582,137.70425782948243,0.0,898.3471085457364,897.3568576077055,137.70425782948243,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi06,0.898,0.102,0.0,23644.94375061966,6124.339222529411,3161.2389015065946,0.0,23644.94375061966,4082.8928150196075,3161.2389015065946,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi06,0.94,0.06,0.0,405.61720614730405,387.0681265233447,42.024417321541534,0.0,405.61720614730405,258.0454176822298,42.024417321541534,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi07,0.896,0.104,0.0,20484.867799964755,8284.64741721828,3029.5662462626888,0.0,20484.867799964755,5523.09827814552,3029.5662462626888,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi07,0.94,0.06,0.0,1191.926001559223,1918.8142687857307,158.41909955741573,0.0,1191.926001559223,1279.2095125238204,158.41909955741573,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi08,0.865,0.135,0.0,59646.36794232703,0.0,9293.768804361333,0.0,59646.36794232703,0.0,9293.768804361333,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi08,0.935,0.065,0.0,1882.1418226781132,2923.167924572752,268.00371227781346,0.0,1882.1418226781132,1948.7786163818346,268.00371227781346,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi09,0.872,0.127,0.001,20929.354872801396,0.0,3054.2107194360524,97.91398162900805,20929.354872801396,0.0,3054.2107194360524,13.055197550534407,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi09,0.939,0.061,0.0,1108.7377154705314,1794.771629231063,150.97626907890012,0.0,1108.7377154705314,1196.5144194873753,150.97626907890012,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi010,0.871,0.129,0.0,30561.80882228417,0.0,4524.723903478829,0.0,30561.80882228417,0.0,4524.723903478829,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,E,ff11b,fi010,1.0,0.0,0.0,333.8867104631325,0.0,0.0,0.0,303.53337314830225,0.0,0.0,0.0,633,v_150 (500nm)_633nm_edge_100%_x100_vis_h50um_60sx2_01_0,1.1,1.6,1.0,7.2
BU18FA19,E,ff11b,fi010,0.936,0.064,0.0,1279.7980722089392,1968.5363772898586,178.14203439280172,0.0,1279.7980722089392,1312.3575848599057,178.14203439280172,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA20,B,brt2,fi01,0.934,0.065,0.001,386.9873348544794,654.3358507438193,52.863014450385165,3.57856511640061,351.8066680495267,408.95990671488704,52.863014450385165,0.49702293283341803,633,633-v,1.1,1.6,1.0,7.2
BU18FA20,B,brt2,fi03,0.974,0.011,0.015,172.92686367040406,292.52241894407825,3.738193271133448,38.162393273248455,157.20623970036732,182.8265118400489,3.738193271133448,5.3003323990622855,633,633-v,1.1,1.6,1.0,7.2
BU18FA20,B,brt2,fi04,1.0,0.0,0.0,763.3226993990256,1420.0100367926736,0.0,0.0,693.9297267263869,887.506272995421,0.0,0.0,633,633-v,1.1,1.6,1.0,7.2
BU18FA20,B,brt2,fi05,0.966,0.034,0.0,255.18607617866112,484.43838370047763,18.725955533183107,0.0,231.987341980601,302.7739898127985,18.725955533183107,0.0,633,1-633-v,1.1,1.6,1.0,7.2
BU18FA20,B,ff4,fi01,0.999,0.0,0.001,2529.0990531739053,3763.7192864397794,0.0,27.780802069299703,2299.1809574308227,2352.3245540248618,0.0,3.858444731847181,633,v_150 (500nm)_633nm_edge_100%_x100_vis_ld_h30um_60sx2_01,1.1,1.6,1.0,7.2
BU18FA20,B,ff4,fi01,1.0,0.0,0.0,775.444399548364,1218.242829855359,0.0,0.0,704.9494541348763,761.4017686595994,0.0,0.0,633,v_180 (450-850nm)_633nm_edge_100%_x100_vis_ld_h30um_80sx4_01,1.1,1.6,1.0,7.2
BU18FA20,B,ff4,fi02,1.0,0.0,0.0,2998.4386767554497,4362.750186020052,0.0,0.0,2725.853342504954,2726.718866262532,0.0,0.0,633,v_150 (500nm)_633nm_edge_100%_x100_vis_ld_h30um_60sx4_01,1.1,1.6,1.0,7.2
BU18FA20,B,ff4,fi02,1.0,0.0,0.0,811.9148509317326,1280.5265056969754,0.0,0.0,738.1044099379387,800.3290660606095,0.0,0.0,633,v_180 (450-850nm)_633nm_edge_100%_x100_vis_ld_h30um_80sx4_01,1.1,1.6,1.0,7.2
BU18FA20,B,ff4,fi03,0.955,0.043,0.002,1705.9404613920547,13.534298670024029,71.05091021037113,22.649368936425763,1550.8549649018678,8.458936668765018,71.05091021037113,3.1457456856146893,633,v_150 (500nm)_633nm_edge_100%_x100_vis_ld_h30um_60sx4_01,1.1,1.6,1.0,7.2
BU18FA20,B,ff4,fi03,1.0,0.0,0.0,375.25755112526303,593.3257372369376,0.0,0.0,341.14322829569363,370.828585773086,0.0,0.0,633,v_180 (450-850nm)_633nm_edge_100%_x100_vis_ld_h30um_80sx4_01,1.1,1.6,1.0,7.2
BU18FA20,C,brt1,fi01,0.979,0.02,0.0,3166.501866456412,4410.035306470887,117.29091688915693,7.370193876150557,2878.6380604149194,2756.2720665443044,117.29091688915693,1.023638038354244,633,150-633-v,1.1,1.6,1.0,7.2
BU18FA20,C,brt1,fi01,0.993,0.006,0.0,3784.346789943761,6233.130361193834,45.32927673856531,24.07995733889356,3440.315263585237,3895.7064757461458,45.32927673856531,3.3444385192907724,633,151-633-v,1.1,1.6,1.0,7.2
BU18FA20,C,brt1,fi02,0.995,0.005,0.0,4722.120031364951,7797.070370095308,46.49988553189806,12.110927260318743,4292.836392149955,4873.168981309567,46.49988553189806,1.6820732305998254,633,633-v,1.1,1.6,1.0,7.2
BU18FA20,C,brt1,fi03,1.0,0.0,0.0,2042.045282916655,3578.9342793540864,0.0,5.2667053012395035,1856.4048026515043,2236.833924596304,0.0,0.7314868473943755,633,633-v,1.1,1.6,1.0,7.2
BU18FA20,C,brt1,fi04,1.0,0.0,0.0,2726.672378522723,4653.5539636669355,0.0,14.1469977632288,2478.7930713842934,2908.4712272918346,0.0,1.9648608004484445,633,633-v,1.1,1.6,1.0,7.2
BU18FA20,C,brt1,fi05,0.994,0.006,0.0,2235.6070507650734,3940.0635347528882,26.356208110831382,0.0,2032.3700461500666,2462.539709220555,26.356208110831382,0.0,633,633-v,1.1,1.6,1.0,7.2
BU18FA20,C,brt1,fi06,0.978,0.022,0.0,834.8048319165921,1654.4161878737787,39.817061482695365,0.0,758.9134835605382,1034.0101174211115,39.817061482695365,0.0,633,633-v,1.1,1.6,1.0,7.2
BU18FA20,C,brt1,fi07,0.999,0.001,0.0,2855.918444530233,4491.340327448097,5.928758094878267,3.524490692230487,2596.2894950274845,2807.0877046550604,5.928758094878267,0.48951259614312315,633,633-v,1.1,1.6,1.0,7.2
BU18FA20,C,brt1,fi08,0.999,0.001,0.0,1736.514634269265,3201.961096045831,3.3805804358485254,0.0,1578.6496675175133,2001.2256850286442,3.3805804358485254,0.0,633,633-v,1.1,1.6,1.0,7.2
BU18FA20,C,brt1,fi09,0.982,0.017,0.001,667.8564456099431,1137.1890392252203,22.411120313521856,13.185433815311297,607.1422232817664,710.7431495157626,22.411120313521856,1.831310252126569,633,1-633-v,1.1,1.6,1.0,7.2
BU18FA20,C,brt1,fi010,1.0,0.0,0.0,1735.2497651333945,2670.2694689242353,0.0,0.0,1577.499786484904,1668.918418077647,0.0,0.0,633,633-v,1.1,1.6,1.0,7.2
BU18FA20,D,ph2b,fi01b,1.0,0.0,0.0,65.51089293116277,75.01155698358016,0.0,0.0,54.59241077596898,44.12444528445892,0.0,0.0,785,785-v,1.2,1.7,1.0,6.8
BU18FA20,D,ph2b,fi02,0.974,0.025,0.002,338.9464023839605,461.59587677240313,13.985299959699773,6.328446711659247,282.4553353199671,271.52698633670775,13.985299959699773,0.9306539281851833,785,785-v,1.2,1.7,1.0,6.8
